substance,n_train,n_test,hist_auc,xgb_auc,delta,hist_s,xgb_s,hist_trees
Alcohol,1000000,747356,0.7892021254597059,0.7903649303725311,0.001162804912825166,142.97182989120483,20.851197719573975,200
Cannabis,588619,252266,0.7631699256482747,0.7641862981968943,0.0010163725486196373,61.353424310684204,14.958715438842773,200
